TRP-10003|Noruega|Francia|467.1|3|en_curso|Oscar Nunez|11097684|54789005|28/06/2026
TRP-01096|Junin|Lima|122.51|3|completado|Giancarlo Pumacahua|35505637|67789015|20/03/2026
TRP-01097|Iquitos|London|121.59|1|completado|Giancarlo Pumacahua|35505637|78890116|28/04/2026
TRP-01098|Trujillo|Piura|123.34|3|completado|Giancarlo Pumacahua|35505637|89901217|18/04/2026
TRP-01099|Piura|Huanuco|122.69|3|completado|Giancarlo Pumacahua|35505637|90012318|17/03/2026
TRP-01100|Paris|Piura|123.57|1|completado|Giancarlo Pumacahua|35505637|11123419|10/03/2026
TRP-01101|Cusco|Trujillo|122.79|3|completado|Giancarlo Pumacahua|35505637|12345611|18/05/2026
TRP-01102|Rome|Trujillo|121.7|1|completado|Giancarlo Pumacahua|35505637|87654312|04/03/2026
TRP-01103|Huancayo|Berlin|121.77|3|completado|Giancarlo Pumacahua|35505637|23456712|02/04/2026
TRP-01104|Iquitos|Junin|121.92|2|completado|Giancarlo Pumacahua|35505637|34567813|19/04/2026
TRP-01105|Madrid|Iquitos|125.29|2|completado|Giancarlo Pumacahua|35505637|45678914|28/03/2026
TRP-10001|Roma|Turin|25.32|2|completado|Oscar Nunez|11097684|54789005|28/06/2026
TRP-10002|Cusco|Trujillo|117|3|completado|Hector Olano|67577389|54789005|28/06/2026
